Molecule Name,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Target Name,Comment,Action Type,Assay Description,Document Year
,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
ALSTERPAULLONE,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,Ki,15.85,nM,7.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
DORAMAPIMOD,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,C(=N/Nc1ncnc2c1cnn2-c1cccc(NCC2CC2)c1)\c1ccncc1,IC50,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,,,"Ability to inhibit 50% glycogen synthase kinase-3 beta of recombinant human, expressed as log of concentration",2004.0
GW784752X,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,6.31,nM,8.2,Glycogen synthase kinase-3 beta,,,"Ability to inhibit 50% glycogen synthase kinase-3 beta of recombinant human, expressed as log of concentration",2004.0
,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,IC50,80.0,nM,7.1,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta by kinetic assay,2010.0
INDOLYLYLMALEIMIDE 2,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2ccccc21,IC50,220.0,nM,6.66,Glycogen synthase kinase-3 beta,,,Inhibition of Glycogen synthase kinase-3beta (GSK3-beta),2003.0
,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccc2ccccc12,IC50,31.0,nM,7.51,Glycogen synthase kinase-3 beta,,,Inhibitory concentration against rabbit glycogen synthase kinase-3 beta using protein phosphatase inhibitor-2 as substrate,2004.0
,O=C(Nc1ncnc2oc(-c3ccccc3)cc12)C1CC1,IC50,170.0,nM,6.77,Glycogen synthase kinase-3 beta,,,Inhibition of human Glycogen synthase kinase-3 beta,2004.0
,CS(=O)(=O)c1ccc(Nc2cc(-c3ccccc3Cl)nc3c(Br)cnn23)cc1,IC50,450.0,nM,6.35,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,Brc1cnn2c(NCc3cccnc3)cc(C3CCNCC3)nc12,IC50,410.0,nM,6.39,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,Cc1cc(NCc2cccnc2)n2ncc(Br)c2n1,IC50,3530.0,nM,5.45,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,O[C@H]1CC[C@H](Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,Ki,230.0,nM,6.64,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2009.0
,O=C(Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12)C1CC1,IC50,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,IC50,15.0,nM,7.82,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,COc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3n2)c1,IC50,125.0,nM,6.9,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc4ccccc34)cc12,IC50,241.0,nM,6.62,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCCC(=O)Nc1n[nH]c2ncc(-c3cccnc3)cc12,IC50,11.0,nM,7.96,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CN1CCC(C(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,IC50,9.0,nM,8.05,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,COc1ccc(C2=C(Nc3ccccc3)C(=O)NC2=O)cc1,IC50,390.0,nM,6.41,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CN(C)CCCn1nc(C2=C(c3cn(-c4cccnc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,IC50,150.0,nM,6.82,Glycogen synthase kinase-3 beta,,,Inhibition of rabbit Glycogen synthase kinase-3 beta,2005.0
,CN(C)CCCn1nc(C2=C(c3cn(-c4cnc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,IC50,3900.0,nM,5.41,Glycogen synthase kinase-3 beta,,,Inhibition of rabbit Glycogen synthase kinase-3 beta,2005.0
,Cc1sc(C(=O)CCl)cc1C(=O)CCl,IC50,5000.0,nM,5.3,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by liquid scintillation counting,2009.0
,CCCCCC(=O)Nc1ncnc2oc(-c3ccc(OC)cc3)cc12,IC50,437.0,nM,6.36,Glycogen synthase kinase-3 beta,,,Inhibition of human Glycogen synthase kinase-3 beta,2004.0
,COc1ccc(-c2cc3c(NC(=O)CC4CCCC4)ncnc3o2)cc1,IC50,320.0,nM,6.5,Glycogen synthase kinase-3 beta,,,Inhibition of human Glycogen synthase kinase-3 beta,2004.0
,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3F)cc12,IC50,18.0,nM,7.75,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCNC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,IC50,2810.0,nM,5.55,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,IC50,16.0,nM,7.8,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,IC50,48.0,nM,7.32,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2010.0
,CCN(CC)c1ccc(/C=C2\NC(=O)NC2=O)cc1,IC50,4200.0,nM,5.38,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta by ELISA,2009.0
,CCc1cc(NCc2cccnc2)n2ncc(Br)c2n1,IC50,920.0,nM,6.04,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,COc1ccc(-c2ccc(/C=C3\SC(=S)NC3=O)o2)c([N+](=O)[O-])c1,IC50,5560.0,nM,5.25,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2008.0
,COCCn1cc(-c2ccnc(Nc3ccccc3)n2)c2cccnc21,IC50,1050.0,nM,5.98,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2008.0
,CC(=O)c1csc(C(=O)CCl)c1,IC50,8000.0,nM,5.1,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by liquid scintillation counting,2009.0
,O=C(CBr)c1ccc(Br)s1,IC50,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by liquid scintillation counting,2009.0
,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,IC50,560.0,nM,6.25,Glycogen synthase kinase-3 beta,,,Inhibition of GSK2beta phosphorylation in human BT474 cells,2010.0
LY-294002,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,IC50,8100.0,nM,5.09,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta in human U87MG cells by ELISA,2008.0
,CCOC(=O)Cn1sc(=O)n(CC(=O)N2CCCCC2)c1=O,IC50,539.0,nM,6.27,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by Z'-LYTE kinase assay,2009.0
,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,Kd,126.0,nM,6.9,Glycogen synthase kinase-3 beta,,,Binding affinity to GSK3-beta,2007.0
,COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F,IC50,65.0,nM,7.19,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,O=[N+]([O-])c1ccc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)nc1,IC50,10.0,nM,8.0,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C#N,IC50,28.0,nM,7.55,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
SB-216763,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,IC50,48.0,nM,7.32,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2010.0
,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)cc1,IC50,7.0,nM,8.15,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2012.0
,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,IC50,5.0,nM,8.3,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin),2021.0
,COc1ccc(-c2oc3ncnc(N)c3c2-c2cccnc2)cc1,IC50,80.0,nM,7.1,Glycogen synthase kinase-3 beta,,,Inhibition of human Glycogen synthase kinase-3 beta,2004.0
,COc1ccc(NC2=C(c3ccccc3)C(=O)N(c3ccccc3)C2=O)cc1,IC50,5000.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2005.0
,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,Ki,30.0,nM,7.52,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,C1=CC2C(c3ccnc(Nc4ccccc4)n3)=C(c3ccccc3)NN2C=C1,IC50,60.0,nM,7.22,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2008.0
GW441756X,Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,Ki,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
AST-487,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
PD-0166285,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COC(=O)c1cccc2c3c(c(CC(C)C)cc12)C(=O)NC3=O,IC50,486.0,nM,6.31,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2010.0
,O=C1NC(N[C@@H](CO)CC2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,IC50,3308.0,nM,5.48,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,O=C1NC(NC[C@@H](O)c2ccccc2)=N/C1=C\c1ccc2ncsc2c1,IC50,2604.0,nM,5.58,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,CO[C@@H]1Cc2ccccc2[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,IC50,1267.0,nM,5.9,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,O=C(Nc1cnccc1N1CCC(F)(F)CC1)c1ccnc(Nc2ccccc2)n1,IC50,0.2,nM,9.7,Glycogen synthase kinase-3 beta,,INHIBITOR,Displacement of FL-KRREILSRRP[ps]ERYR-NH2 from human recombinant N-terminal His6-tagged GSK-3-beta (14 to 306 residues) H355L mutant expressed in baculovirus-infected Sf21 cells incubated for 20 hrs by fluorescence based analysis,2023.0
STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,50.0,nM,7.3,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using CFFKNIVTPRTPPPSQGK-amide substrate after 90 mins incubation by LANCE method,2014.0
,N#Cc1ccc2nc(N)n(-c3nc4c(s3)CCCC4)c2c1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F,Ki,501.19,nM,6.3,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,c1ccc(-c2n[nH]cc2-c2ccncc2)cc1,Ki,251.19,nM,6.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1ccc2c(c1)NC(=O)c1ccccc1N2,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CN(c1ncnc2[nH]c3ccccc3c12)C1CCCN(CCC#N)C1,IC50,480.0,nM,6.32,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3-beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by ADP Glo kinase assay,2022.0
,N#CCCN1CCC2CCN(c3ncnc4[nH]c5cc(F)ccc5c34)C2C1,IC50,2668.0,nM,5.57,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3-beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by ADP Glo kinase assay,2022.0
,O=C1c2ccccc2-c2onc3c(N4CCN(c5ccc(O)cc5)CC4)cc(NCCP(=O)(O)O)c1c23,IC50,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) using biotin-labelled IRS-1 peptide as substrate incubated for 15 mins by ELISA based assay,2022.0
,O=c1[nH]cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3ccncc3)cc12,IC50,63.1,nM,7.2,Glycogen synthase kinase-3 beta,,,Inhibition of human full length His-tagged GSK3-beta expressed in baculovirus by alphaLISA assay,2011.0
,O=c1[nH]cc(Br)c2sc(-c3ccncc3)cc12,IC50,158.49,nM,6.8,Glycogen synthase kinase-3 beta,,,Inhibition of human full length His-tagged GSK3-beta expressed in baculovirus by alphaLISA assay,2011.0
,O=c1[nH]cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3cn[nH]c3)cc12,IC50,12.59,nM,7.9,Glycogen synthase kinase-3 beta,,,Inhibition of human full length His-tagged GSK3-beta expressed in baculovirus by alphaLISA assay,2011.0
,O=c1[nH]cc(-c2ccc3c(c2)OCCO3)c2sc(-c3ccncc3)cc12,IC50,630.96,nM,6.2,Glycogen synthase kinase-3 beta,,,Inhibition of human flag-tagged GSK3-beta expressed in HEK-MSRII cells assessed as CRMP-2 phosphorylation by alphaLISA assay,2011.0
,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(OC(F)(F)F)c4)c3)cc12,Ki,19.95,nM,7.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#Cc5cccnc5)cnc(N)c34)cc2)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCCCOc1cc(-c2ccncc2)cc2[nH]nc(N)c12,Ki,630.96,nM,6.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)NC1=NNC(=O)C1=Cc1cc2ccccc2[nH]1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12,Ki,1584.89,nM,5.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)=C(C)c1cccc2c(CCCOc3cccc(Cl)c3Cl)c(C(=O)O)[nH]c12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1ccc(OC)c(CNC(=O)c2cc(N)c(C#N)c(OC(C)C)n2)c1,Ki,1584.89,nM,5.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,Ki,3162.28,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1n[nH]c2c1C(c1ccccc1F)C1=C(CC(C)(C)CC1=O)N2,Ki,19.95,nM,7.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3coc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1,Ki,3162.28,nM,5.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,Ki,63.1,nM,7.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCCC(=O)Nc1n[nH]c2ccc(-c3cccc(F)c3F)cc12,Ki,2.512,nM,8.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,S=c1[nH]nc2c3c4c(sc3n3c(=S)[nH]nc3n12)CCC4,Ki,316.23,nM,6.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#Cc1ccc2nc(N)n(-c3nccs3)c2c1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(CCl)c1ccc(Cl)cc1,IC50,2500.0,nM,5.6,Glycogen synthase kinase-3 beta,,,Inhibitory activity against glycogen synthase kinase-3 (GSK-3beta).,2003.0
,Cc1cc(O)nc2[nH]nc(-c3cccc(-c4ccc(C#N)cc4)c3)c12,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl,Ki,6.31,nM,8.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,C(=Cc1cncc(OCCc2c[nH]c3ccccc23)c1)c1ccncc1,Ki,5011.87,nM,5.3,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1nc2c(O)cccc2s1)Nc1ccccc1-c1ccccc1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1,Ki,316.23,nM,6.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1cnccn1)Nc1ccnc2c(F)cccc12,Ki,5.012,nM,8.3,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Clc1cc2nn[nH]c2cc1Cl,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CCO)c5)cnc(N)c34)cc2)cc1,Ki,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cccc(NC(=O)Nc2ccc(-c3ccc4nccnc4c3N)cc2)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,Ki,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=c1[nH]c2cc(Cl)cc(Cl)c2c(-c2cc(Cl)ccc2O)c1O,Ki,3162.28,nM,5.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CC(CN2CCCC2)C1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,Ki,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCCOc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3F)cc2)c1,Ki,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1csc(NC(=O)c2sc3nc(-c4ccncc4)ccc3c2N)n1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCOC(=O)c1c[nH]n2c(=O)cc(-c3ccncc3)nc12,Ki,316.23,nM,6.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCOc1nc(C(=O)NCc2cccnc2)cc(N)c1C#N,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C(F)(F)F)c2)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1,Ki,158.49,nM,6.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COCC#Cc1cccc2c1Cc1c(-c3cccs3)n[nH]c1-2,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cccc(-c2c(-c3ccncc3)nc(NCC(N)Cc3ccccc3)n(C)c2=O)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2cccc(OCC(=O)NCCO)c2)n1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
